Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha,Total_Water_Input_mm,Plant_Height_per_DAP,Canopy_Greenness_Volume,Biotic_Stress_Index,Planting_Month,Growth_Stage_Ordinal,Pest_Severity_Ordinal,Disease_Severity_Ordinal,District_Badulla,District_Galle,District_Kandy,District_Kegalle,District_Kurunegala,District_Matale,District_Matara,District_Monaragala,District_Nuwara Eliya,District_Ratnapura,Seed_Variety_Chinese,Seed_Variety_Local,Seed_Variety_Nadun,Soil_Type_Clay Loam,Soil_Type_Loam,Soil_Type_Sandy Loam
F0559,Matale,2025-08-16,69,Early Vegetative,1.23,Local,Loam,5.3,35.4,45.1,27.1,56.8,14.4,21.7,86.4,Low,Low,53.2,58.7,11.38,11.35,66.8,0.771,3122.84,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
F0718,Kandy,2025-07-04,215,Rhizome Development,3.96,Nadun,Sandy Loam,5.4,30.2,58.3,29.7,55.4,15.7,18.9,35.5,Low,Medium,128.2,61.0,14.78,15.39,77.2,0.5963,7820.2,1,7,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
F0766,Ratnapura,2025-06-11,297,Maturity,4.28,Chinese,Loam,5.9,49.5,117.2,24.8,73.4,19.9,27.1,68.4,Low,Low,170.8,69.2,21.03,21.67,144.3,0.5751,11819.36,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
F0141,Kegalle,2025-01-26,32,Early Vegetative,4.38,Chinese,Sandy Loam,6.6,49.6,115.0,24.9,56.1,20.2,22.4,112.3,Low,Medium,25.7,72.4,12.78,13.42,137.4,0.8031,1860.68,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
F0710,Nuwara Eliya,2025-01-13,101,Vegetative,1.16,Nadun,Sandy Loam,6.4,19.7,8.9,21.4,85.2,23.8,48.2,109.9,High,Medium,57.6,49.4,9.15,9.66,57.1,0.5703,2845.44,3,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0902,Badulla,2025-03-02,273,Maturity,4.0,Chinese,Clay Loam,5.6,19.0,14.0,33.0,70.2,24.9,30.5,74.9,Low,Low,159.6,53.1,17.94,18.67,44.5,0.5846,8474.76,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0964,Ratnapura,2025-08-12,145,Vegetative,3.18,Local,Loam,6.3,27.1,21.4,31.2,89.4,12.1,24.6,81.6,Medium,Low,93.0,60.0,13.64,13.19,46.0,0.6414,5580.0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
F0009,Kurunegala,2025-04-08,235,Rhizome Development,1.94,Nadun,Sandy Loam,5.9,26.1,15.4,26.3,72.4,13.6,10.4,108.4,Medium,Low,126.0,58.8,16.51,16.86,25.8,0.5362,7408.8,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
F0364,Kegalle,2025-06-11,282,Maturity,2.39,Nadun,Sandy Loam,6.0,32.3,65.4,26.9,72.3,19.3,9.6,32.8,Low,Low,152.2,56.5,18.39,17.85,75.0,0.5397,8599.3,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
F0974,Monaragala,2025-06-03,245,Rhizome Development,1.18,Nadun,Sandy Loam,5.1,24.0,30.1,26.3,83.1,18.6,30.3,21.0,Low,Medium,140.9,49.8,14.88,15.57,60.4,0.5751,7016.82,1,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
F0804,Badulla,2025-10-24,102,Vegetative,4.65,Chinese,Sandy Loam,5.9,26.3,36.7,26.7,61.7,20.9,48.4,33.5,Low,Low,78.9,60.8,11.62,10.84,85.1,0.7735,4797.12,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
F0138,Monaragala,2025-12-21,180,Rhizome Initiation,0.76,Chinese,Clay Loam,6.4,32.0,39.8,23.1,57.5,16.3,21.8,32.5,Low,Low,110.3,60.3,15.11,15.7,61.6,0.6128,6651.09,0,12,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
F0721,Badulla,2025-05-17,110,Vegetative,3.14,Nadun,Clay Loam,5.4,36.7,69.1,21.8,89.0,22.0,4.2,76.4,Low,Low,73.8,66.6,13.55,14.31,73.3,0.6709,4915.08,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0716,Ratnapura,2025-07-22,133,Vegetative,0.77,Nadun,Sandy Loam,6.2,45.1,116.3,22.6,84.8,15.9,25.4,92.6,Medium,High,96.2,71.8,13.13,13.79,141.7,0.7233,6907.16,3,7,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
F0482,Badulla,2025-07-10,82,Early Vegetative,1.05,Local,Loam,6.6,32.8,50.5,28.8,88.0,24.7,16.4,73.2,Low,Low,50.9,54.8,12.89,12.7,66.9,0.6207,2789.32,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F0755,Matara,2025-09-14,238,Rhizome Development,0.73,Chinese,Loam,5.9,21.7,21.5,25.1,84.5,13.1,8.3,74.6,Low,Low,142.0,57.8,15.79,15.31,29.8,0.5966,8207.6,0,9,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
F0464,Nuwara Eliya,2025-03-10,270,Maturity,2.48,Nadun,Sandy Loam,5.7,28.4,24.7,20.6,57.6,20.3,47.7,30.4,Low,Low,162.6,58.2,17.9,17.99,72.4,0.6022,9463.32,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0476,Kurunegala,2025-01-18,267,Maturity,1.2,Chinese,Loam,5.1,27.7,19.5,34.0,83.6,18.9,19.3,27.0,Medium,Low,147.7,56.7,15.45,15.81,38.8,0.5532,8374.59,1,1,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
F0121,Matara,2025-03-21,55,Early Vegetative,1.14,Chinese,Loam,5.5,40.0,84.1,32.8,78.2,23.4,49.4,117.1,Low,Medium,57.0,66.9,13.04,12.39,133.5,1.0364,3813.3,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
F0556,Matara,2025-08-27,161,Rhizome Initiation,3.3,Nadun,Clay Loam,5.6,27.1,41.8,23.9,73.2,13.4,45.8,109.3,Low,Low,92.9,60.2,15.89,15.46,87.6,0.577,5592.58,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
F0100,Monaragala,2025-03-13,183,Rhizome Initiation,4.61,Chinese,Clay Loam,6.5,38.5,77.7,29.2,85.7,18.6,25.2,61.7,Low,Low,112.5,62.8,15.29,15.98,102.9,0.6148,7065.0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
F0515,Matara,2025-02-07,31,Early Vegetative,3.6,Chinese,Sandy Loam,5.9,54.2,117.4,28.1,60.8,13.9,27.7,117.4,Medium,Medium,42.1,76.1,12.04,11.94,145.1,1.3581,3203.81,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
F0641,Kurunegala,2025-11-20,175,Rhizome Initiation,4.3,Local,Sandy Loam,5.3,42.6,78.8,27.9,73.3,12.3,27.0,40.8,High,Low,113.4,65.9,12.64,12.99,105.8,0.648,7473.06,2,11,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
F0141,Ratnapura,2025-04-05,99,Vegetative,4.89,Nadun,Sandy Loam,5.8,33.3,60.3,32.2,91.1,12.6,16.9,87.0,Low,Low,58.6,55.3,12.84,13.51,77.2,0.5919,3240.58,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
F0030,Monaragala,2025-03-06,300,Maturity,4.17,Chinese,Sandy Loam,5.7,34.5,46.9,32.9,89.2,13.8,30.3,25.3,Low,Medium,172.9,55.9,16.35,17.08,77.2,0.5763,9665.11,1,3,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
F0459,Galle,2025-04-07,28,Sprouting,4.35,Local,Clay Loam,5.6,42.2,85.6,32.3,61.0,21.3,47.4,57.0,Low,Medium,38.6,69.1,9.49,8.81,133.0,1.3786,2667.26,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0003,Ratnapura,2025-02-17,35,Early Vegetative,0.97,Nadun,Loam,6.7,39.8,76.6,22.0,73.4,21.2,20.7,26.8,Low,Low,25.5,64.9,9.42,9.45,97.3,0.7286,1654.95,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
F0624,Ratnapura,2025-04-18,247,Rhizome Development,1.02,Local,Clay Loam,6.5,47.2,97.1,29.4,83.2,23.9,28.2,75.5,Low,Low,139.6,63.7,17.66,17.02,125.3,0.5652,8892.52,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
F0260,Monaragala,2025-03-01,194,Rhizome Initiation,1.41,Chinese,Loam,5.9,32.9,69.3,29.8,86.7,23.3,4.3,71.5,Medium,Low,112.7,63.2,15.76,16.23,73.6,0.5809,7122.64,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
F0182,Badulla,2025-02-04,206,Rhizome Initiation,2.93,Nadun,Loam,6.8,29.2,29.2,30.4,70.6,20.2,5.0,116.8,High,High,109.2,61.1,11.46,11.5,34.2,0.5301,6672.12,4,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
F0881,Kegalle,2025-05-08,228,Rhizome Development,3.2,Chinese,Sandy Loam,5.6,50.1,107.1,31.0,72.9,21.4,3.8,60.5,Low,Low,134.2,68.4,17.36,16.93,110.9,0.5886,9179.28,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
F0732,Kandy,2025-12-11,197,Rhizome Initiation,3.34,Chinese,Sandy Loam,5.2,44.8,91.2,23.1,89.4,19.4,35.3,103.3,Medium,Low,115.3,69.8,14.8,15.52,126.5,0.5853,8047.94,1,12,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
F0698,Matale,2025-10-22,222,Rhizome Development,4.3,Chinese,Sandy Loam,6.8,22.5,24.8,28.9,55.1,16.9,21.3,35.5,Medium,Low,140.4,57.5,14.26,14.98,46.1,0.6324,8073.0,1,10,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
F0788,Badulla,2025-08-31,177,Rhizome Initiation,4.81,Local,Clay Loam,6.3,38.1,76.7,23.5,73.9,23.2,7.8,92.2,Low,Low,95.7,67.0,16.55,15.85,84.5,0.5407,6411.9,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0516,Kegalle,2025-10-16,62,Early Vegetative,2.24,Chinese,Sandy Loam,5.4,34.3,50.8,33.0,57.8,20.6,25.6,67.0,Low,Low,53.5,63.5,12.68,13.47,76.4,0.8629,3397.25,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
F0369,Galle,2025-12-18,188,Rhizome Initiation,3.71,Nadun,Clay Loam,5.7,30.2,51.6,25.3,73.6,13.9,4.5,70.8,Low,Low,110.3,59.6,16.67,17.29,56.1,0.5867,6573.88,0,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0694,Kegalle,2025-05-05,53,Early Vegetative,4.88,Local,Loam,5.1,26.7,41.7,33.4,80.3,24.2,12.7,55.2,High,Low,39.1,55.8,7.65,8.17,54.4,0.7377,2181.78,2,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
F0355,Matara,2025-10-21,37,Early Vegetative,2.59,Nadun,Clay Loam,6.4,27.4,18.8,25.0,80.7,20.2,23.3,40.2,High,High,43.9,55.1,6.14,6.27,42.1,1.1865,2418.89,4,10,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
F0474,Galle,2025-05-29,128,Vegetative,3.11,Nadun,Clay Loam,5.1,40.1,70.8,20.5,90.1,13.6,20.7,80.4,Low,Medium,92.7,67.8,13.65,12.87,91.5,0.7242,6285.06,1,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0522,Matara,2025-05-04,226,Rhizome Development,4.43,Local,Clay Loam,6.8,46.0,112.8,33.2,75.7,12.1,23.4,32.9,Medium,Low,129.6,69.8,15.24,15.28,136.2,0.5735,9046.08,1,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
F0363,Kegalle,2025-06-24,41,Early Vegetative,3.32,Nadun,Sandy Loam,6.4,44.6,86.2,27.8,67.5,16.6,39.4,44.6,Low,Medium,43.1,64.1,9.73,10.48,125.6,1.0512,2762.71,1,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
F0044,Kandy,2025-07-24,175,Rhizome Initiation,2.12,Chinese,Sandy Loam,5.9,36.0,69.4,22.4,74.2,23.7,6.5,40.6,Low,Medium,116.6,58.1,15.08,15.5,75.9,0.6663,6774.46,1,7,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
F0060,Badulla,2025-10-10,254,Rhizome Development,0.7,Nadun,Clay Loam,5.4,37.5,79.1,21.1,77.3,13.5,1.2,25.3,Medium,Low,138.5,64.1,16.97,16.26,80.3,0.5453,8877.85,1,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0283,Kandy,2025-08-21,16,Sprouting,3.22,Chinese,Loam,5.2,30.4,60.2,24.9,63.8,22.3,47.5,88.9,Low,Low,16.2,55.1,9.85,10.48,107.7,1.0125,892.62,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
F0307,Ratnapura,2025-10-07,115,Vegetative,1.94,Local,Loam,6.0,23.9,29.3,27.9,88.0,24.8,0.1,33.3,Medium,High,70.6,58.0,10.08,10.0,29.4,0.6139,4094.8,3,10,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
F0848,Galle,2025-02-09,276,Maturity,4.53,Chinese,Clay Loam,6.4,31.3,31.6,21.6,90.2,15.3,9.3,44.4,Medium,High,151.9,61.8,14.08,14.77,40.9,0.5504,9387.42,3,2,5,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0158,Galle,2025-10-07,173,Rhizome Initiation,2.26,Chinese,Loam,5.8,17.2,1.7,31.0,61.4,12.8,31.1,90.4,Medium,Low,113.3,54.7,12.71,11.92,32.8,0.6549,6197.51,1,10,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F0142,Kegalle,2025-02-25,179,Rhizome Initiation,4.86,Local,Loam,5.1,25.8,28.0,25.5,66.6,20.1,30.5,63.4,Medium,High,113.2,54.4,11.04,11.54,58.5,0.6324,6158.08,3,2,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
F0780,Galle,2025-11-20,286,Maturity,4.89,Nadun,Sandy Loam,5.4,38.5,77.3,30.5,57.3,22.6,5.9,79.8,Medium,Low,156.8,61.0,17.35,17.19,83.2,0.5483,9564.8,1,11,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
F0127,Galle,2025-10-20,278,Maturity,2.38,Nadun,Loam,5.1,29.2,54.9,21.1,56.8,13.4,16.9,78.5,Medium,Low,158.3,56.4,17.76,18.42,71.8,0.5694,8928.12,1,10,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
F0891,Monaragala,2025-10-25,206,Rhizome Initiation,4.11,Nadun,Loam,6.0,17.7,8.1,31.2,59.9,14.0,0.2,80.1,Low,Medium,128.9,45.7,15.3,16.06,8.3,0.6257,5890.73,1,10,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
F0053,Nuwara Eliya,2025-12-16,217,Rhizome Development,0.53,Nadun,Clay Loam,5.2,27.7,44.2,22.9,90.3,14.1,0.6,99.5,Medium,Low,131.0,56.9,14.24,13.51,44.8,0.6037,7453.9,1,12,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
F0793,Monaragala,2025-06-20,108,Vegetative,3.4,Chinese,Sandy Loam,6.3,28.4,41.7,30.3,76.0,17.8,33.1,116.6,High,Low,72.4,58.5,12.08,11.45,74.8,0.6704,4235.4,2,6,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
F0635,Badulla,2025-05-30,58,Early Vegetative,1.55,Chinese,Loam,6.7,37.7,69.8,22.9,87.4,15.0,22.3,52.0,High,Low,36.7,60.8,8.19,8.66,92.1,0.6328,2231.36,2,5,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F0024,Monaragala,2025-03-29,126,Vegetative,4.74,Local,Clay Loam,5.1,31.5,34.5,26.5,91.3,16.0,11.6,106.7,Low,Medium,73.2,57.4,11.57,12.37,46.1,0.581,4201.68,1,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
F0499,Ratnapura,2025-11-19,256,Rhizome Development,4.78,Nadun,Clay Loam,6.4,32.9,48.0,31.6,73.5,19.2,5.4,109.7,Medium,Low,152.2,63.9,17.77,17.3,53.4,0.5945,9725.58,1,11,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
F0022,Badulla,2025-10-28,207,Rhizome Initiation,3.55,Local,Clay Loam,5.5,51.0,112.2,32.0,82.7,20.2,2.1,90.7,Low,Low,131.6,73.9,18.57,18.83,114.3,0.6357,9725.24,0,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0638,Matara,2025-08-13,296,Maturity,2.83,Local,Loam,6.5,39.5,95.0,29.8,70.0,17.0,13.2,102.6,Medium,High,168.5,62.2,16.55,16.76,108.2,0.5693,10480.7,3,8,5,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
F0404,Matale,2025-12-04,172,Rhizome Initiation,2.78,Nadun,Loam,5.4,44.9,108.4,25.0,58.5,12.0,26.0,35.3,Medium,Low,113.3,66.8,14.67,15.28,134.4,0.6587,7568.44,1,12,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
F0186,Ratnapura,2025-12-07,287,Maturity,1.88,Local,Sandy Loam,6.2,47.0,112.5,31.0,80.9,23.2,22.5,32.6,Low,Low,149.4,68.2,18.63,19.05,135.0,0.5206,10189.08,0,12,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
F0786,Nuwara Eliya,2025-10-26,67,Early Vegetative,0.73,Nadun,Sandy Loam,5.9,41.9,107.1,22.5,69.7,16.8,13.4,107.8,Low,Medium,61.1,62.8,12.73,12.74,120.5,0.9119,3837.08,1,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
F0186,Nuwara Eliya,2025-03-30,124,Vegetative,3.75,Local,Sandy Loam,6.7,38.5,90.9,28.2,69.9,18.1,42.5,60.7,Low,Low,69.9,65.9,13.79,13.54,133.4,0.5637,4606.41,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
F0973,Badulla,2025-09-03,48,Early Vegetative,3.38,Chinese,Loam,6.6,28.5,25.9,22.3,92.1,21.6,22.0,62.1,Medium,Low,33.8,58.2,9.19,9.65,47.9,0.7042,1967.16,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F0642,Galle,2025-01-12,297,Maturity,3.21,Local,Clay Loam,6.5,39.6,61.7,28.2,90.1,14.4,12.6,81.6,Low,Medium,168.4,67.0,17.93,18.32,74.3,0.567,11282.8,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
F0728,Ratnapura,2025-04-22,177,Rhizome Initiation,1.21,Local,Sandy Loam,5.5,35.4,61.0,26.6,55.2,18.9,24.2,106.4,Low,Low,96.7,59.6,15.19,14.7,85.2,0.5463,5763.32,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
F0117,Matara,2025-08-17,183,Rhizome Initiation,4.9,Local,Loam,5.5,29.7,45.3,22.5,93.5,12.2,49.6,103.2,Medium,Low,110.2,56.2,14.06,14.85,94.9,0.6022,6193.24,1,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
F0214,Badulla,2025-09-11,124,Vegetative,1.61,Nadun,Clay Loam,6.3,39.6,73.0,25.0,92.2,21.9,10.3,80.6,Low,Low,85.2,60.8,14.91,14.14,83.3,0.6871,5180.16,0,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
F0549,Matara,2025-12-27,203,Rhizome Initiation,1.32,Nadun,Sandy Loam,5.1,27.6,42.4,33.2,87.2,20.5,49.4,98.8,Medium,Low,113.5,56.8,13.98,13.94,91.8,0.5591,6446.8,1,12,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
F0931,Matale,2025-07-11,136,Vegetative,2.55,Nadun,Clay Loam,5.9,38.1,71.1,29.9,69.9,12.7,13.5,108.9,Medium,Medium,81.8,65.3,13.48,14.13,84.6,0.6015,5341.54,2,7,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
F0668,Badulla,2025-03-14,10,Sprouting,4.33,Nadun,Loam,5.0,27.0,35.2,20.8,89.2,17.2,16.4,76.4,Low,Medium,33.4,60.8,9.04,8.65,51.6,3.34,2030.72,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
F0648,Kegalle,2025-08-09,280,Maturity,4.12,Chinese,Clay Loam,5.4,34.5,73.2,20.3,83.7,13.5,7.8,72.0,Low,Low,153.9,58.3,19.49,18.83,81.0,0.5496,8972.37,0,8,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
F0752,Monaragala,2025-09-22,96,Vegetative,4.77,Local,Loam,6.0,49.3,107.5,27.7,89.8,14.8,41.5,105.2,Low,Low,72.1,68.7,14.11,14.28,149.0,0.751,4953.27,0,9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
F0287,Ratnapura,2025-07-18,147,Vegetative,4.76,Chinese,Loam,6.7,40.6,82.1,22.4,64.1,16.6,16.2,99.9,Low,Low,84.0,62.6,14.99,15.74,98.3,0.5714,5258.4,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
F0193,Badulla,2025-08-09,233,Rhizome Development,3.85,Nadun,Sandy Loam,6.2,37.1,74.5,21.2,79.8,19.2,18.6,39.9,High,Medium,121.7,59.9,13.33,13.18,93.1,0.5223,7289.83,3,8,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
F0549,Nuwara Eliya,2025-08-24,93,Vegetative,4.31,Local,Sandy Loam,6.6,38.1,69.7,20.7,90.6,20.9,4.2,101.0,High,Low,55.4,66.0,12.48,12.03,73.9,0.5957,3656.4,2,8,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
F0527,Matale,2025-05-12,84,Early Vegetative,4.92,Chinese,Loam,5.3,42.9,93.5,21.9,73.6,22.3,15.0,68.8,High,Low,63.3,65.0,10.99,11.54,108.5,0.7536,4114.5,2,5,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
F0769,Ratnapura,2025-05-27,268,Maturity,1.92,Local,Loam,6.6,28.1,26.0,27.0,60.6,17.2,11.2,101.0,Low,Low,146.4,60.4,17.71,17.09,37.2,0.5463,8842.56,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
F0724,Monaragala,2025-12-06,280,Maturity,4.54,Nadun,Loam,5.2,42.9,94.1,28.5,75.7,12.9,31.0,30.4,Low,Medium,156.4,63.6,17.5,17.29,125.1,0.5586,9947.04,1,12,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
F0499,Kegalle,2025-02-27,18,Sprouting,4.17,Local,Clay Loam,5.6,37.1,50.5,26.4,84.4,13.9,2.1,95.5,High,Medium,21.3,61.1,7.5,7.57,52.6,1.1833,1301.43,3,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
F0919,Galle,2025-10-29,167,Rhizome Initiation,3.57,Local,Loam,5.2,16.2,3.3,30.0,76.3,15.3,41.1,30.2,Low,Medium,92.6,49.6,12.66,12.02,44.4,0.5545,4592.96,1,10,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F0356,Nuwara Eliya,2025-10-26,67,Early Vegetative,4.72,Local,Loam,6.5,34.8,72.5,23.8,85.1,16.8,40.7,66.8,Low,High,49.2,61.1,10.96,10.87,113.2,0.7343,3006.12,2,10,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
F0382,Galle,2025-06-29,106,Vegetative,1.02,Local,Loam,5.7,49.0,106.2,24.6,72.0,19.6,11.9,69.3,Low,Low,62.8,69.7,14.97,14.31,118.1,0.5925,4377.16,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
F0730,Matara,2025-01-17,29,Sprouting,4.09,Chinese,Loam,5.0,24.6,18.4,23.5,84.8,16.2,15.0,28.5,Low,Low,26.8,59.6,7.88,7.78,33.4,0.9241,1597.28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
F0440,Matara,2025-12-01,270,Maturity,1.76,Nadun,Sandy Loam,6.7,27.3,10.2,22.4,90.1,13.9,27.8,91.4,Low,Low,145.6,56.3,17.02,17.14,38.0,0.5393,8197.28,0,12,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
F0623,Badulla,2025-11-11,233,Rhizome Development,4.22,Nadun,Loam,5.1,22.9,8.6,29.1,70.3,17.6,25.8,63.3,High,High,125.5,53.5,12.22,12.19,34.4,0.5386,6714.25,4,11,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
F0800,Kandy,2025-01-04,57,Early Vegetative,0.58,Chinese,Clay Loam,5.2,50.2,105.6,33.4,62.2,16.8,7.6,107.6,Medium,Medium,36.2,74.0,11.55,11.57,113.2,0.6351,2678.8,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
F0690,Badulla,2025-07-26,148,Vegetative,3.39,Chinese,Clay Loam,5.2,28.3,34.6,24.7,57.5,17.0,32.9,53.2,Medium,Low,84.8,52.8,11.77,11.2,67.5,0.573,4477.44,1,7,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F0097,Nuwara Eliya,2025-10-30,10,Sprouting,4.55,Local,Loam,6.0,42.7,108.6,21.7,80.5,21.2,9.8,48.5,Low,High,34.2,65.2,8.65,8.33,118.4,3.42,2229.84,2,10,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
F0381,Matara,2025-12-21,2,Sprouting,3.82,Chinese,Clay Loam,6.5,45.6,118.4,23.4,91.5,16.8,45.8,74.9,Medium,Medium,10.9,66.3,8.8,8.61,164.2,5.45,722.67,2,12,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
