Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha
F0499,Ratnapura,2025-11-19,256,Rhizome Development,4.78,Nadun,Clay Loam,6.4,32.9,48.0,31.6,73.5,19.2,5.4,109.7,Medium,Low,152.2,63.9,17.77,17.3
F0022,Badulla,2025-10-28,207,Rhizome Initiation,3.55,Local,Clay Loam,5.5,51.0,112.2,32.0,82.7,20.2,2.1,90.7,Low,Low,131.6,73.9,18.57,18.83
F0638,Matara,2025-08-13,296,Maturity,2.83,Local,Loam,6.5,39.5,95.0,29.8,70.0,17.0,13.2,102.6,Medium,High,168.5,62.2,16.55,16.76
F0404,Matale,2025-12-04,172,Rhizome Initiation,2.78,Nadun,Loam,5.4,44.9,108.4,25.0,58.5,12.0,26.0,35.3,Medium,Low,113.3,66.8,14.67,15.28
F0186,Ratnapura,2025-12-07,287,Maturity,1.88,Local,Sandy Loam,6.2,47.0,112.5,31.0,80.9,23.2,22.5,32.6,Low,Low,149.4,68.2,18.63,19.05
F0786,Nuwara Eliya,2025-10-26,67,Early Vegetative,0.73,Nadun,Sandy Loam,5.9,41.9,107.1,22.5,69.7,16.8,13.4,107.8,Low,Medium,61.1,62.8,12.73,12.74
F0186,Nuwara Eliya,2025-03-30,124,Vegetative,3.75,Local,Sandy Loam,6.7,38.5,90.9,28.2,69.9,18.1,42.5,60.7,Low,Low,69.9,65.9,13.79,13.54
F0973,Badulla,2025-09-03,48,Early Vegetative,3.38,Chinese,Loam,6.6,28.5,25.9,22.3,92.1,21.6,22.0,62.1,Medium,Low,33.8,58.2,9.19,9.65
F0642,Galle,2025-01-12,297,Maturity,3.21,Local,Clay Loam,6.5,39.6,61.7,28.2,90.1,14.4,12.6,81.6,Low,Medium,168.4,67.0,17.93,18.32
F0728,Ratnapura,2025-04-22,177,Rhizome Initiation,1.21,Local,Sandy Loam,5.5,35.4,61.0,26.6,55.2,18.9,24.2,106.4,Low,Low,96.7,59.6,15.19,14.7
F0117,Matara,2025-08-17,183,Rhizome Initiation,4.9,Local,Loam,5.5,29.7,45.3,22.5,93.5,12.2,49.6,103.2,Medium,Low,110.2,56.2,14.06,14.85
F0214,Badulla,2025-09-11,124,Vegetative,1.61,Nadun,Clay Loam,6.3,39.6,73.0,25.0,92.2,21.9,10.3,80.6,Low,Low,85.2,60.8,14.91,14.14
F0549,Matara,2025-12-27,203,Rhizome Initiation,1.32,Nadun,Sandy Loam,5.1,27.6,42.4,33.2,87.2,20.5,49.4,98.8,Medium,Low,113.5,56.8,13.98,13.94
F0931,Matale,2025-07-11,136,Vegetative,2.55,Nadun,Clay Loam,5.9,38.1,71.1,29.9,69.9,12.7,13.5,108.9,Medium,Medium,81.8,65.3,13.48,14.13
F0668,Badulla,2025-03-14,10,Sprouting,4.33,Nadun,Loam,5.0,27.0,35.2,20.8,89.2,17.2,16.4,76.4,Low,Medium,33.4,60.8,9.04,8.65
F0648,Kegalle,2025-08-09,280,Maturity,4.12,Chinese,Clay Loam,5.4,34.5,73.2,20.3,83.7,13.5,7.8,72.0,Low,Low,153.9,58.3,19.49,18.83
F0752,Monaragala,2025-09-22,96,Vegetative,4.77,Local,Loam,6.0,49.3,107.5,27.7,89.8,14.8,41.5,105.2,Low,Low,72.1,68.7,14.11,14.28
F0287,Ratnapura,2025-07-18,147,Vegetative,4.76,Chinese,Loam,6.7,40.6,82.1,22.4,64.1,16.6,16.2,99.9,Low,Low,84.0,62.6,14.99,15.74
F0193,Badulla,2025-08-09,233,Rhizome Development,3.85,Nadun,Sandy Loam,6.2,37.1,74.5,21.2,79.8,19.2,18.6,39.9,High,Medium,121.7,59.9,13.33,13.18
F0549,Nuwara Eliya,2025-08-24,93,Vegetative,4.31,Local,Sandy Loam,6.6,38.1,69.7,20.7,90.6,20.9,4.2,101.0,High,Low,55.4,66.0,12.48,12.03
F0527,Matale,2025-05-12,84,Early Vegetative,4.92,Chinese,Loam,5.3,42.9,93.5,21.9,73.6,22.3,15.0,68.8,High,Low,63.3,65.0,10.99,11.54
F0769,Ratnapura,2025-05-27,268,Maturity,1.92,Local,Loam,6.6,28.1,26.0,27.0,60.6,17.2,11.2,101.0,Low,Low,146.4,60.4,17.71,17.09
F0724,Monaragala,2025-12-06,280,Maturity,4.54,Nadun,Loam,5.2,42.9,94.1,28.5,75.7,12.9,31.0,30.4,Low,Medium,156.4,63.6,17.5,17.29
F0499,Kegalle,2025-02-27,18,Sprouting,4.17,Local,Clay Loam,5.6,37.1,50.5,26.4,84.4,13.9,2.1,95.5,High,Medium,21.3,61.1,7.5,7.57
F0919,Galle,2025-10-29,167,Rhizome Initiation,3.57,Local,Loam,5.2,16.2,3.3,30.0,76.3,15.3,41.1,30.2,Low,Medium,92.6,49.6,12.66,12.02
F0356,Nuwara Eliya,2025-10-26,67,Early Vegetative,4.72,Local,Loam,6.5,34.8,72.5,23.8,85.1,16.8,40.7,66.8,Low,High,49.2,61.1,10.96,10.87
F0382,Galle,2025-06-29,106,Vegetative,1.02,Local,Loam,5.7,49.0,106.2,24.6,72.0,19.6,11.9,69.3,Low,Low,62.8,69.7,14.97,14.31
F0730,Matara,2025-01-17,29,Sprouting,4.09,Chinese,Loam,5.0,24.6,18.4,23.5,84.8,16.2,15.0,28.5,Low,Low,26.8,59.6,7.88,7.78
F0440,Matara,2025-12-01,270,Maturity,1.76,Nadun,Sandy Loam,6.7,27.3,10.2,22.4,90.1,13.9,27.8,91.4,Low,Low,145.6,56.3,17.02,17.14
F0623,Badulla,2025-11-11,233,Rhizome Development,4.22,Nadun,Loam,5.1,22.9,8.6,29.1,70.3,17.6,25.8,63.3,High,High,125.5,53.5,12.22,12.19
F0800,Kandy,2025-01-04,57,Early Vegetative,0.58,Chinese,Clay Loam,5.2,50.2,105.6,33.4,62.2,16.8,7.6,107.6,Medium,Medium,36.2,74.0,11.55,11.57
F0690,Badulla,2025-07-26,148,Vegetative,3.39,Chinese,Clay Loam,5.2,28.3,34.6,24.7,57.5,17.0,32.9,53.2,Medium,Low,84.8,52.8,11.77,11.2
F0097,Nuwara Eliya,2025-10-30,10,Sprouting,4.55,Local,Loam,6.0,42.7,108.6,21.7,80.5,21.2,9.8,48.5,Low,High,34.2,65.2,8.65,8.33
F0381,Matara,2025-12-21,2,Sprouting,3.82,Chinese,Clay Loam,6.5,45.6,118.4,23.4,91.5,16.8,45.8,74.9,Medium,Medium,10.9,66.3,8.8,8.61
F0667,Monaragala,2025-09-08,180,Rhizome Initiation,2.48,Local,Sandy Loam,6.5,36.6,53.3,27.6,80.9,12.6,0.5,100.8,Medium,Low,106.8,61.6,15.86,15.51
F0158,Nuwara Eliya,2025-06-01,246,Rhizome Development,2.65,Local,Sandy Loam,6.3,24.0,0.8,28.7,63.8,22.8,29.7,63.7,Low,Low,145.9,54.5,16.52,16.98
F0004,Matara,2025-07-16,263,Maturity,3.77,Chinese,Clay Loam,6.4,44.9,105.6,32.0,86.0,13.5,26.3,80.5,Low,High,140.8,69.8,17.72,18.18
F0965,Badulla,2025-10-29,144,Vegetative,4.6,Local,Clay Loam,6.2,32.7,52.4,27.7,63.8,19.2,3.1,61.8,Low,Low,90.3,58.2,15.17,15.44
F0920,Monaragala,2025-04-16,60,Early Vegetative,1.06,Nadun,Loam,6.3,39.7,97.2,31.2,93.7,19.7,37.3,106.0,Low,Low,36.0,61.5,14.18,13.78
F0953,Kegalle,2025-07-08,155,Rhizome Initiation,1.48,Nadun,Sandy Loam,5.8,24.2,16.8,32.6,62.8,18.8,12.4,42.1,Low,Medium,83.0,56.3,11.63,11.12
F0981,Nuwara Eliya,2025-05-03,139,Vegetative,1.34,Local,Loam,6.5,27.3,46.4,23.4,70.8,19.2,16.6,39.5,Medium,Low,98.4,51.7,13.54,13.75
F0571,Galle,2025-09-01,161,Rhizome Initiation,2.24,Chinese,Sandy Loam,5.1,16.4,3.7,21.6,62.0,17.5,36.6,51.2,Low,Low,98.0,53.3,12.31,11.93
F0545,Kandy,2025-01-27,172,Rhizome Initiation,4.2,Chinese,Clay Loam,5.4,43.4,92.1,29.2,92.7,21.9,38.7,106.5,Low,High,105.2,70.5,15.04,15.19
F0505,Matara,2025-11-08,221,Rhizome Development,3.96,Local,Loam,5.6,38.3,74.2,32.8,92.8,16.4,33.8,32.4,Low,Low,127.4,61.6,16.53,17.17
F0411,Matara,2025-06-13,295,Maturity,4.92,Chinese,Loam,5.8,30.9,47.9,33.6,91.0,22.7,14.7,90.3,Low,Medium,160.9,57.5,18.7,19.41
F0371,Badulla,2025-08-12,264,Maturity,2.95,Chinese,Sandy Loam,5.5,34.7,54.4,23.7,56.2,23.5,31.5,21.3,Medium,Low,161.7,64.5,16.97,16.85
F0179,Galle,2025-08-14,19,Sprouting,4.94,Chinese,Loam,5.9,48.1,96.0,24.2,66.3,18.8,17.7,34.7,Low,Medium,27.0,71.1,9.71,9.57
F0097,Kandy,2025-03-28,262,Maturity,4.43,Nadun,Clay Loam,5.4,44.6,112.7,24.9,85.2,23.9,7.4,56.8,Medium,Low,142.1,68.8,17.42,18.15
F0046,Nuwara Eliya,2025-08-17,298,Maturity,4.56,Chinese,Loam,5.4,28.0,41.5,33.0,88.2,24.2,35.3,58.6,Medium,Medium,154.9,53.6,16.95,16.44
F0915,Nuwara Eliya,2025-09-25,5,Sprouting,3.3,Nadun,Sandy Loam,5.2,38.7,58.6,25.7,94.6,20.4,15.4,104.2,Low,Medium,25.9,67.7,9.57,9.14
F0510,Kandy,2025-07-24,162,Rhizome Initiation,0.63,Nadun,Clay Loam,5.7,31.3,36.6,33.2,56.9,17.9,28.4,26.3,Low,Medium,94.7,60.6,12.58,12.68
F0340,Matale,2025-08-30,108,Vegetative,1.68,Chinese,Sandy Loam,6.4,32.3,67.7,20.4,72.5,22.4,13.9,56.9,High,Low,71.9,60.4,11.86,12.07
F0009,Galle,2025-09-30,215,Rhizome Development,3.67,Chinese,Sandy Loam,5.3,24.7,12.8,22.9,55.3,20.9,33.2,31.3,Low,Medium,122.9,52.2,15.15,15.86
F0647,Ratnapura,2025-03-25,279,Maturity,3.47,Local,Sandy Loam,5.0,22.1,20.2,27.2,90.3,15.7,24.2,59.2,Low,Low,154.0,57.3,16.02,15.24
F0497,Matale,2025-03-28,216,Rhizome Development,1.61,Local,Sandy Loam,6.0,26.0,24.8,29.2,65.3,24.3,34.2,103.0,Medium,Low,115.7,56.2,15.18,14.49
F0529,Matale,2025-05-06,183,Rhizome Initiation,3.41,Local,Sandy Loam,5.1,29.5,27.7,30.1,83.1,15.3,22.3,94.3,Low,Medium,105.2,57.1,14.01,13.32
F0385,Kurunegala,2025-10-04,30,Sprouting,1.36,Chinese,Loam,6.3,28.2,23.2,21.3,62.7,15.1,4.6,78.0,Medium,Low,29.5,52.0,9.53,9.64
F0164,Galle,2025-05-13,188,Rhizome Initiation,2.72,Local,Loam,5.9,51.7,113.2,30.7,92.1,17.0,7.4,76.7,Medium,Low,114.8,70.5,16.94,16.48
F0393,Kegalle,2025-09-10,226,Rhizome Development,3.03,Local,Sandy Loam,5.3,46.4,117.8,25.8,57.9,23.5,21.6,55.8,Medium,Medium,121.3,65.1,15.11,15.49
F0852,Badulla,2025-07-07,101,Vegetative,2.23,Local,Clay Loam,6.5,30.6,61.4,25.7,91.2,20.0,39.9,86.7,Low,Medium,59.5,56.7,12.92,12.86
F0884,Kurunegala,2025-02-08,76,Early Vegetative,1.44,Nadun,Sandy Loam,6.5,47.3,92.4,30.1,93.9,13.1,7.6,34.2,Low,Low,53.8,72.5,12.35,12.29
F0244,Ratnapura,2025-02-14,149,Vegetative,3.02,Chinese,Clay Loam,5.0,41.2,82.3,33.3,75.0,22.8,38.0,82.3,Low,Low,96.2,66.3,14.99,15.43
F0503,Badulla,2025-10-27,282,Maturity,1.11,Nadun,Clay Loam,6.7,19.5,14.8,30.6,65.1,20.0,17.9,61.7,Low,High,153.1,51.3,14.65,15.29
F0612,Kurunegala,2025-02-25,150,Vegetative,1.25,Local,Clay Loam,5.9,38.0,55.6,21.4,79.7,23.9,0.8,30.4,Low,Low,88.3,59.5,14.22,14.67
F0969,Kurunegala,2025-10-27,48,Early Vegetative,2.35,Chinese,Sandy Loam,6.4,32.0,52.3,30.8,89.5,19.2,15.1,62.8,Low,Low,40.3,59.2,10.98,10.23
F0181,Badulla,2025-05-29,290,Maturity,2.62,Local,Clay Loam,5.2,26.8,36.7,22.0,56.2,16.1,49.1,111.1,Low,Low,161.2,55.9,18.15,18.65
F0774,Kandy,2025-05-22,60,Early Vegetative,3.03,Chinese,Loam,5.4,21.9,8.0,28.3,72.5,17.0,40.1,105.6,Medium,Medium,51.1,49.5,9.4,9.16
F0221,Monaragala,2025-12-14,220,Rhizome Development,2.35,Nadun,Clay Loam,6.1,35.4,78.6,23.6,63.9,19.3,38.4,80.0,High,Low,136.8,62.1,14.62,14.62
F0593,Kandy,2025-01-23,289,Maturity,3.59,Nadun,Loam,5.0,29.1,26.8,23.1,71.7,13.8,28.9,118.7,Low,Medium,165.8,54.4,16.82,16.68
F0678,Kurunegala,2025-07-29,22,Sprouting,2.22,Chinese,Sandy Loam,6.2,35.3,63.7,27.0,82.1,12.7,19.1,111.5,Low,Medium,34.1,60.5,9.88,10.05
F0952,Nuwara Eliya,2025-03-10,300,Maturity,1.76,Local,Clay Loam,5.0,36.5,53.3,24.0,79.1,15.8,22.1,48.8,Low,Medium,178.1,64.1,17.46,18.05
F0408,Matale,2025-09-12,196,Rhizome Initiation,3.65,Chinese,Loam,6.6,31.5,43.9,30.6,57.8,18.3,46.6,116.4,Low,Medium,123.7,58.4,14.71,14.5
F0632,Nuwara Eliya,2025-08-25,188,Rhizome Initiation,1.46,Nadun,Clay Loam,6.0,40.8,85.5,26.7,65.1,24.9,2.6,59.3,Medium,Medium,101.5,60.8,14.64,13.9
F0968,Matale,2025-07-10,218,Rhizome Development,1.37,Nadun,Sandy Loam,6.2,39.3,77.2,30.2,86.7,15.4,25.2,70.5,Medium,Low,120.6,59.4,15.61,15.05
F0007,Nuwara Eliya,2025-09-28,235,Rhizome Development,1.57,Chinese,Clay Loam,6.2,37.4,79.4,27.4,79.9,22.0,6.2,58.5,Medium,Low,140.2,64.4,16.23,15.82
F0117,Ratnapura,2025-05-14,94,Vegetative,2.46,Local,Loam,5.8,24.2,0.4,26.1,87.8,15.4,4.8,22.2,Low,Low,76.4,56.3,10.41,10.41
F0764,Monaragala,2025-03-13,141,Vegetative,1.63,Nadun,Loam,5.7,29.1,29.6,32.9,61.3,12.3,49.7,29.7,Medium,Low,98.0,59.7,12.96,13.1
F0503,Nuwara Eliya,2025-06-24,234,Rhizome Development,1.48,Local,Loam,6.8,36.9,86.8,20.7,83.4,23.1,30.8,65.8,High,Low,131.9,60.1,15.62,14.88
F0378,Kandy,2025-08-21,192,Rhizome Initiation,1.06,Local,Loam,5.3,30.7,43.6,31.3,62.7,12.7,5.3,28.3,High,High,114.0,60.1,11.14,11.53
F0275,Monaragala,2025-04-10,80,Early Vegetative,1.56,Local,Clay Loam,5.8,38.8,63.0,22.2,93.9,24.4,32.2,40.4,Low,Low,49.1,59.0,12.47,12.41
F0526,Matara,2025-05-21,63,Early Vegetative,2.83,Chinese,Clay Loam,5.2,24.1,3.5,21.9,92.9,17.9,5.6,68.7,Low,Low,61.3,54.9,11.01,10.66
F0741,Kandy,2025-02-26,275,Maturity,2.86,Local,Loam,6.2,29.6,54.6,33.3,92.5,23.4,36.3,94.6,Low,Medium,149.2,59.2,16.9,17.03
F0975,Galle,2025-07-07,164,Rhizome Initiation,0.59,Nadun,Clay Loam,5.9,21.9,10.5,31.9,91.9,15.8,7.0,111.4,High,Low,91.5,49.9,12.4,12.14
F0913,Badulla,2025-10-24,135,Vegetative,0.85,Chinese,Loam,6.3,25.9,34.4,30.2,78.6,24.8,17.8,41.9,Low,Medium,92.7,55.5,12.65,12.55
F0366,Kegalle,2025-12-22,270,Maturity,1.97,Local,Sandy Loam,5.7,49.7,110.2,20.7,61.7,23.9,40.6,35.4,High,Medium,142.7,66.1,15.65,15.98
F0736,Galle,2025-06-27,119,Vegetative,1.16,Chinese,Loam,6.2,48.5,94.2,20.5,70.8,13.5,43.0,25.8,Medium,Low,73.7,69.2,12.71,13.19
F0252,Badulla,2025-06-12,73,Early Vegetative,4.24,Chinese,Loam,5.1,31.8,43.9,32.2,63.6,21.9,26.5,88.0,Low,High,61.5,54.3,8.94,9.42
F0823,Kegalle,2025-09-29,27,Sprouting,3.86,Local,Clay Loam,5.0,47.6,115.1,26.9,61.1,19.5,22.2,55.0,Low,Low,19.3,68.3,10.87,10.27
F0189,Matale,2025-03-13,276,Maturity,0.83,Chinese,Loam,5.9,48.5,103.0,32.7,65.4,16.2,12.2,110.3,Low,Medium,144.0,65.5,19.93,20.42
F0050,Badulla,2025-08-13,284,Maturity,4.46,Local,Sandy Loam,5.1,24.8,26.9,26.1,78.0,18.7,4.3,55.1,Low,Low,166.7,55.5,17.55,17.91
F0322,Matara,2025-08-26,186,Rhizome Initiation,3.55,Chinese,Loam,5.4,43.6,108.6,29.1,62.2,24.7,10.8,74.5,Low,Low,99.9,65.6,17.6,18.15
F0233,Kegalle,2025-12-05,290,Maturity,1.08,Local,Sandy Loam,6.2,31.2,51.5,25.8,79.9,21.7,38.1,107.9,Low,Medium,156.1,58.8,17.93,18.16
F0714,Matale,2025-06-15,153,Rhizome Initiation,1.09,Chinese,Sandy Loam,5.1,42.9,87.2,33.8,59.3,24.0,27.2,78.5,Low,Low,102.5,67.6,14.38,14.14
F0225,Galle,2025-05-31,270,Maturity,1.06,Chinese,Clay Loam,5.8,41.7,78.8,23.9,56.3,16.6,25.2,39.5,Low,Low,148.0,68.8,18.9,19.19
F0226,Galle,2025-05-11,245,Rhizome Development,2.46,Local,Sandy Loam,6.2,42.3,86.4,20.8,89.1,16.4,46.1,51.2,Low,Low,141.1,67.2,18.35,18.31
F0203,Galle,2025-09-08,26,Sprouting,3.99,Chinese,Loam,6.6,39.3,91.1,25.0,87.6,12.5,22.5,88.3,Low,Low,33.3,64.1,11.57,11.86
F0132,Kurunegala,2025-05-03,108,Vegetative,3.35,Chinese,Clay Loam,6.2,40.8,66.0,22.4,90.8,13.3,5.3,34.0,Low,Low,67.3,62.5,12.19,12.3
F0331,Nuwara Eliya,2025-11-10,120,Vegetative,1.82,Local,Clay Loam,6.0,48.3,118.1,27.6,83.5,21.7,4.3,90.4,Medium,Low,67.1,72.7,14.95,15.37
F0845,Kurunegala,2025-11-01,233,Rhizome Development,4.71,Chinese,Clay Loam,6.1,21.9,21.4,33.6,69.0,23.6,5.4,116.2,Low,Low,145.9,56.0,17.58,17.41
F0283,Kurunegala,2025-06-11,30,Sprouting,1.13,Local,Sandy Loam,6.2,53.5,118.4,20.7,65.0,20.3,34.6,52.6,Low,Low,40.8,70.7,12.06,12.33
F0021,Nuwara Eliya,2025-01-09,197,Rhizome Initiation,1.25,Nadun,Sandy Loam,6.5,44.2,106.0,29.8,76.1,15.1,27.5,84.6,Low,Low,116.8,70.3,17.75,17.88
F0500,Nuwara Eliya,2025-07-28,111,Vegetative,4.05,Chinese,Clay Loam,5.4,30.8,53.7,26.7,83.0,16.1,7.9,55.6,Low,Low,76.7,61.5,12.87,12.75
F0887,Galle,2025-11-03,47,Early Vegetative,4.88,Nadun,Clay Loam,5.5,23.1,10.1,23.9,64.4,18.1,39.8,26.8,Medium,Low,45.4,50.0,9.08,8.68
F0773,Matale,2025-02-25,157,Rhizome Initiation,3.2,Local,Sandy Loam,5.3,38.3,67.8,24.4,55.4,23.3,27.5,107.0,Low,Low,87.2,64.1,16.32,16.05
F0154,Nuwara Eliya,2025-02-01,227,Rhizome Development,1.95,Local,Clay Loam,5.5,30.9,32.4,33.1,80.0,22.1,32.6,94.9,Low,High,129.4,55.9,14.58,13.91
F0207,Kandy,2025-02-02,61,Early Vegetative,4.89,Local,Clay Loam,6.3,26.6,36.1,30.6,81.4,17.0,9.6,82.9,Medium,High,53.1,55.4,8.5,7.82
F0994,Ratnapura,2025-03-13,66,Early Vegetative,2.8,Nadun,Sandy Loam,6.4,22.3,8.1,23.0,56.5,18.4,42.7,76.5,Medium,Low,43.9,56.3,9.86,9.72
F0754,Monaragala,2025-08-10,9,Sprouting,2.67,Local,Loam,5.8,15.6,1.7,30.8,90.2,13.5,41.4,103.8,Low,Low,13.6,48.1,9.07,9.3
F0547,Nuwara Eliya,2025-01-16,107,Vegetative,4.6,Chinese,Sandy Loam,5.9,35.2,80.0,28.5,67.0,23.8,38.6,22.4,Low,Low,78.8,56.8,13.05,13.38
F0570,Matara,2025-05-09,18,Sprouting,4.81,Nadun,Clay Loam,5.1,36.0,54.8,27.3,74.8,24.6,28.4,75.1,Medium,Low,20.3,66.0,9.48,9.98
F0670,Nuwara Eliya,2025-05-15,85,Early Vegetative,3.35,Nadun,Loam,6.5,39.1,89.9,33.4,85.5,19.2,17.7,119.3,Medium,Medium,55.5,66.0,11.75,11.77
F0900,Nuwara Eliya,2025-12-17,278,Maturity,2.98,Nadun,Clay Loam,5.4,27.2,33.1,33.0,75.2,12.4,20.8,84.9,Low,Low,154.3,60.8,19.02,18.62
F0224,Galle,2025-03-19,286,Maturity,0.77,Local,Sandy Loam,5.0,47.3,104.6,32.2,58.4,18.6,10.3,80.5,Low,Low,150.7,70.2,19.42,18.68
F0802,Kegalle,2025-07-17,177,Rhizome Initiation,0.69,Chinese,Sandy Loam,5.3,25.7,24.0,23.4,78.0,18.0,25.5,85.3,Low,Low,116.8,57.7,15.89,15.8
F0512,Nuwara Eliya,2025-03-23,197,Rhizome Initiation,3.54,Chinese,Sandy Loam,5.1,32.0,49.1,30.4,72.4,12.5,21.0,110.9,Medium,High,126.5,54.5,12.77,12.62
F0639,Nuwara Eliya,2025-07-27,98,Vegetative,1.72,Nadun,Clay Loam,6.6,31.7,51.9,24.0,93.3,22.8,6.7,116.1,Low,Low,65.2,57.2,14.6,14.84
F0422,Ratnapura,2025-08-11,189,Rhizome Initiation,2.48,Local,Clay Loam,6.3,45.9,95.0,27.4,90.1,23.1,41.3,102.0,Low,Low,120.4,70.9,16.21,16.47
F0020,Matale,2025-08-13,185,Rhizome Initiation,4.62,Nadun,Loam,5.2,26.9,24.0,30.0,87.9,24.0,41.8,52.2,Low,High,120.7,51.9,11.76,11.89
F0894,Monaragala,2025-08-21,282,Maturity,2.65,Nadun,Clay Loam,5.5,20.5,0.5,33.0,60.3,13.4,14.3,68.4,Low,High,170.1,51.0,15.5,14.73
F0221,Kandy,2025-02-10,26,Sprouting,4.16,Nadun,Clay Loam,6.7,40.5,96.2,21.3,58.0,19.8,17.0,32.6,Medium,Low,34.3,66.7,9.52,9.18
F0077,Kandy,2025-04-01,61,Early Vegetative,4.36,Local,Clay Loam,6.3,27.6,38.3,28.1,56.3,22.7,21.0,26.5,Low,High,60.3,57.3,9.8,9.92
F0634,Kandy,2025-05-10,288,Maturity,3.82,Chinese,Clay Loam,6.5,49.1,101.7,29.3,60.6,20.8,8.1,94.6,Low,Medium,151.3,65.8,19.55,18.77
F0490,Ratnapura,2025-12-28,70,Early Vegetative,3.87,Local,Sandy Loam,5.8,28.6,21.8,20.7,90.5,17.7,9.6,28.4,High,Low,41.6,59.4,8.43,7.87
F0342,Nuwara Eliya,2025-10-03,40,Early Vegetative,4.87,Local,Loam,5.2,34.0,47.4,25.6,65.4,21.9,6.4,80.4,Medium,Medium,44.8,59.8,8.95,8.19
F0159,Matale,2025-11-19,129,Vegetative,4.0,Nadun,Clay Loam,5.6,45.3,84.3,31.1,71.3,17.2,17.4,104.4,Low,Medium,93.2,63.5,15.1,15.14
F0439,Nuwara Eliya,2025-11-16,116,Vegetative,1.76,Local,Loam,5.6,42.4,72.2,31.1,58.1,22.7,48.9,56.6,Low,Low,77.1,67.5,13.33,13.88
F1000,Badulla,2025-03-19,57,Early Vegetative,0.79,Chinese,Clay Loam,5.4,45.1,116.4,21.9,91.2,20.0,26.2,54.2,Low,Low,43.7,62.1,12.57,12.72
F0886,Matale,2025-02-03,294,Maturity,1.63,Local,Clay Loam,5.2,36.6,50.0,26.6,65.3,17.6,4.8,35.5,Medium,Low,159.0,59.7,15.63,16.22
F0173,Matara,2025-01-17,45,Early Vegetative,3.63,Chinese,Sandy Loam,5.9,31.1,45.2,26.2,90.0,21.3,46.1,43.8,Low,High,33.1,55.9,8.21,8.83
F0245,Kegalle,2025-10-03,36,Early Vegetative,4.43,Local,Sandy Loam,5.3,22.8,30.4,32.6,63.8,19.0,35.2,104.5,Low,Medium,39.1,49.1,11.17,11.2
F0079,Matale,2025-05-03,157,Rhizome Initiation,3.47,Local,Sandy Loam,5.9,33.0,37.6,31.8,59.7,21.9,14.9,66.5,Low,Medium,103.0,56.7,13.57,14.36
F0623,Galle,2025-08-18,195,Rhizome Initiation,0.68,Local,Clay Loam,5.2,42.8,79.2,31.7,72.8,20.7,13.2,24.4,Low,Medium,109.3,61.9,13.41,14.07
F0916,Nuwara Eliya,2025-08-27,295,Maturity,3.88,Nadun,Loam,6.1,36.2,55.5,28.2,95.0,18.9,43.2,54.2,Low,Medium,171.1,57.8,18.12,18.49
F0827,Matale,2025-09-10,81,Early Vegetative,4.26,Chinese,Clay Loam,6.6,37.8,56.9,22.5,61.6,24.9,43.4,82.8,Low,Low,67.9,62.9,12.18,12.38
F0402,Badulla,2025-01-29,201,Rhizome Initiation,0.9,Nadun,Loam,6.5,26.4,20.5,28.4,77.6,14.0,40.0,110.4,Low,Low,119.7,58.3,16.01,15.47
F0844,Badulla,2025-12-10,126,Vegetative,1.48,Chinese,Sandy Loam,6.0,31.0,43.8,31.7,60.6,20.3,47.9,98.0,Low,Low,81.9,54.9,14.25,15.04
F0426,Matara,2025-08-28,219,Rhizome Development,2.46,Chinese,Clay Loam,6.2,49.2,106.1,25.8,61.2,20.2,43.5,74.2,Medium,Medium,118.8,69.8,16.5,16.23
F0572,Kurunegala,2025-05-27,212,Rhizome Development,3.89,Local,Loam,5.0,41.7,99.9,24.3,95.0,18.6,25.5,96.6,Medium,Medium,133.0,66.1,15.05,15.43
F0499,Badulla,2025-10-28,138,Vegetative,4.03,Nadun,Sandy Loam,5.8,28.0,18.4,30.4,55.2,13.4,39.2,91.2,Low,Medium,82.8,56.5,12.9,13.41
F0373,Badulla,2025-05-28,42,Early Vegetative,2.61,Local,Loam,6.4,45.4,106.8,25.4,82.9,12.4,9.1,97.2,Low,Low,35.9,66.2,13.47,13.3
F0089,Kegalle,2025-12-04,288,Maturity,1.92,Local,Sandy Loam,6.2,47.8,118.4,25.5,94.5,13.7,32.0,65.0,Low,Low,172.3,70.7,19.89,20.15
F0355,Monaragala,2025-08-05,11,Sprouting,0.76,Nadun,Sandy Loam,5.3,47.2,101.8,22.9,76.5,18.0,22.9,24.0,Medium,Low,22.6,68.4,9.28,8.68
F0743,Kegalle,2025-09-11,242,Rhizome Development,4.75,Local,Sandy Loam,6.4,35.1,73.3,27.7,88.5,12.9,24.6,87.2,Low,Low,137.7,59.2,18.78,18.73
F0592,Kegalle,2025-03-19,20,Sprouting,1.17,Chinese,Clay Loam,5.8,21.6,16.5,23.9,90.8,12.7,31.4,81.7,Low,Medium,28.1,56.5,8.5,8.82
